course,courseLetter,courseNumber,relatedTo,relatedToCourseLetter,relatedToCourseNumber,How,,courseDictionary,courseLetter,courseNumber
MUS 100,MUS,100,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 100,MUS,100,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 100,MUS,100,Fine Arts,,,GenEd,,,,
MUS 100,MUS,100,MUS 310,MUS,310,Prereq,,,,
MUS 101,MUS,101,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 101,MUS,101,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 101,MUS,101,Music Technology Certificate,,,Checksheet,,,,
MUS 101,MUS,101,"Music Technology, BA",,,Checksheet,,,,
MUS 101,MUS,101,Fine Arts,,,GenEd,,,,
MUS 101,MUS,101,MUS 102,MUS,102,Prereq,,,,
MUS 101,MUS,101,MUS 271,MUS,271,Prereq,,,,
MUS 102,MUS,102,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 102,MUS,102,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 102,MUS,102,"Music Technology, BA",,,Checksheet,,,,
MUS 102,MUS,102,Fine Arts,,,GenEd,,,,
MUS 102,MUS,102,MUS 203,MUS,203,Prereq,,,,
MUS 102,MUS,102,MUS 221,MUS,221,Prereq,,,,
MUS 103,MUS,103,Music Technology Certificate,,,Checksheet,,,,
MUS 103,MUS,103,"Music Technology, BA",,,Checksheet,,,,
MUS 103,MUS,103,Fine Arts,,,GenEd,,,,
MUS 104,MUS,104,Music Technology Certificate,,,Checksheet,,,,
MUS 104,MUS,104,"Music Technology, BA",,,Checksheet,,,,
MUS 104,MUS,104,Fine Arts,,,GenEd,,,,
MUS 107,MUS,107,Fine Arts,,,GenEd,,,,
MUS 111,MUS,111,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 111,MUS,111,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 111,MUS,111,"Music Technology, BA",,,Checksheet,,,,
MUS 111,MUS,111,Fine Arts,,,GenEd,,,,
MUS 111,MUS,111,MUS 112,MUS,112,Prereq,,,,
MUS 112,MUS,112,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 112,MUS,112,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 112,MUS,112,"Music Technology, BA",,,Checksheet,,,,
MUS 112,MUS,112,Fine Arts,,,GenEd,,,,
MUS 112,MUS,112,MUS 213,MUS,213,Prereq,,,,
MUS 115,MUS,115,Fine Arts,,,GenEd,,,,
MUS 115,MUS,115,MUS 316,MUS,316,Prereq,,,,
MUS 115,MUS,115,MUS 402,MUS,402,Prereq,,,,
MUS 120,MUS,120,Music Technology Certificate,,,Checksheet,,,,
MUS 120,MUS,120,Music Technology Minor,,,Checksheet,,,,
MUS 120,MUS,120,"Music Technology, BA",,,Checksheet,,,,
MUS 120,MUS,120,MUS 103,MUS,103,Coreq,,,,
MUS 120,MUS,120,Fine Arts,,,GenEd,,,,
MUS 120,MUS,120,MUS 121,MUS,121,Prereq,,,,
MUS 120,MUS,120,MUS 310,MUS,310,Prereq,,,,
MUS 121,MUS,121,Music Technology Certificate,,,Checksheet,,,,
MUS 121,MUS,121,Music Technology Minor,,,Checksheet,,,,
MUS 121,MUS,121,"Music Technology, BA",,,Checksheet,,,,
MUS 121,MUS,121,Fine Arts,,,GenEd,,,,
MUS 121,MUS,121,MTK 200,MTK,200,Prereq,,,,
MUS 121,MUS,121,MTK 420,MTK,420,Prereq,,,,
MUS 122,MUS,122,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 122,MUS,122,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 122,MUS,122,Music Technology Certificate,,,Checksheet,,,,
MUS 122,MUS,122,"Music Technology, BA",,,Checksheet,,,,
MUS 122,MUS,122,Fine Arts,,,GenEd,,,,
MUS 141,MUS,141,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 141,MUS,141,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 141,MUS,141,Music Technology Certificate,,,Checksheet,,,,
MUS 141,MUS,141,"Music Technology, BA",,,Checksheet,,,,
MUS 141,MUS,141,Fine Arts,,,GenEd,,,,
MUS 141,MUS,141,MUS 316,MUS,316,Prereq,,,,
MUS 141,MUS,141,MUS 345,MUS,345,Prereq,,,,
MUS 141,MUS,141,MUS 402,MUS,402,Prereq,,,,
MUS 151,MUS,151,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 151,MUS,151,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 151,MUS,151,Fine Arts,,,GenEd,,,,
MUS 151,MUS,151,MUS 355,MUS,355,Prereq,,,,
MUS 171,MUS,171,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 171,MUS,171,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 171,MUS,171,Music Technology Certificate,,,Checksheet,,,,
MUS 171,MUS,171,"Music Technology, BA",,,Checksheet,,,,
MUS 171,MUS,171,Fine Arts,,,GenEd,,,,
MUS 181,MUS,181,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 181,MUS,181,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 181,MUS,181,"Music Technology, BA",,,Checksheet,,,,
MUS 181,MUS,181,Fine Arts,,,GenEd,,,,
MUS 182,MUS,182,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 182,MUS,182,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 182,MUS,182,"Music Technology, BA",,,Checksheet,,,,
MUS 182,MUS,182,Fine Arts,,,GenEd,,,,
MUS 202,MUS,202,"Music Technology, BA",,,Checksheet,,,,
MUS 203,MUS,203,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 203,MUS,203,MUS 204,MUS,204,Prereq,,,,
MUS 204,MUS,204,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 210,MUS,210,Music Technology Certificate,,,Checksheet,,,,
MUS 210,MUS,210,"Music Technology, BA",,,Checksheet,,,,
MUS 210,MUS,210,MUS 211,MUS,211,Prereq,,,,
MUS 211,MUS,211,Music Technology Certificate,,,Checksheet,,,,
MUS 211,MUS,211,"Music Technology, BA",,,Checksheet,,,,
MUS 213,MUS,213,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 213,MUS,213,MUS 214,MUS,214,Prereq,,,,
MUS 214,MUS,214,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 221,MUS,221,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 221,MUS,221,MUS 463,MUS,463,Prereq,,,,
MUS 230,MUS,230,Music Technology Certificate,,,Checksheet,,,,
MUS 230,MUS,230,"Music Technology, BA",,,Checksheet,,,,
MUS 230,MUS,230,MTK 330,MTK,330,Prereq,,,,
MUS 230,MUS,230,MUS 231,MUS,231,Prereq,,,,
MUS 231,MUS,231,Music Technology Certificate,,,Checksheet,,,,
MUS 231,MUS,231,"Music Technology, BA",,,Checksheet,,,,
MUS 231,MUS,231,MTK 330,MTK,330,Prereq,,,,
MUS 270,MUS,270,Music Business Minor,,,Checksheet,,,,
MUS 270,MUS,270,"Music Technology, BA",,,Checksheet,,,,
MUS 271,MUS,271,"Contemporary & Popular Music, AS",,,Checksheet,,,,
MUS 271,MUS,271,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 271,MUS,271,"Music Technology, BA",,,Checksheet,,,,
MUS 271,MUS,271,MUS 221,MUS,221,Prereq,,,,
MUS 271,MUS,271,MUS 323,MUS,323,Prereq,,,,
MUS 301,MUS,301,"Music Technology, BA",,,Checksheet,,,,
MUS 301,MUS,301,MTK 400,MTK,400,Prereq,,,,
MUS 310,MUS,310,"Music Technology, BA",,,Checksheet,,,,
MUS 310,MUS,310,MUS 301,MUS,301,Prereq,,,,
MUS 321,MUS,321,"Music Technology, BA",,,Checksheet,,,,
MUS 321,MUS,321,MTK 330,MTK,330,Prereq,,,,
MUS 323,MUS,323,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 323,MUS,323,Fine Arts,,,GenEd,,,,
MUS 323,MUS,323,Humanities,,,GenEd,,,,
MUS 323,MUS,323,MUS 324,MUS,324,Prereq,,,,
MUS 345,MUS,345,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 345,MUS,345,MUS 316,MUS,316,Prereq,,,,
MUS 345,MUS,345,MUS 346,MUS,346,Prereq,,,,
MUS 345,MUS,345,MUS 402,MUS,402,Prereq,,,,
MUS 346,MUS,346,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 346,MUS,346,MUS 447,MUS,447,Prereq,,,,
MUS 355,MUS,355,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 435W,MUS,435W,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 435W,MUS,435W,"Music Technology, BA",,,Checksheet,,,,
MUS 435W,MUS,435W,Critical Thinking,,,GenEd,,,,
MUS 435W,MUS,435W,Writing Intensive,,,GenEd,,,,
MUS 447,MUS,447,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 447,MUS,447,MUS 448,MUS,448,Prereq,,,,
MUS 448,MUS,448,"Contemporary & Popular Music, BM",,,Checksheet,,,,
MUS 463,MUS,463,"Contemporary & Popular Music, BM",,,Checksheet,,,,
NUR 220,NUR,220,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 220,NUR,220,NUR 305,NUR,305,Coreq,,,,
NUR 220,NUR,220,NUR 303,NUR,303,Prereq,,,,
NUR 220,NUR,220,NUR 310,NUR,310,Prereq,,,,
NUR 220,NUR,220,NUR 332,NUR,332,Prereq,,,,
NUR 220,NUR,220,NUR 335,NUR,335,Prereq,,,,
NUR 220,NUR,220,NUR 355,NUR,355,Prereq,,,,
NUR 220,NUR,220,NUR 420,NUR,420,Prereq,,,,
NUR 220,NUR,220,POS 420,POS,420,Prereq,,,,
NUR 224,NUR,224,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 224,NUR,224,NUR 305,NUR,305,Coreq,,,,
NUR 224,NUR,224,BIO 351,BIO,351,Prereq,,,,
NUR 224,NUR,224,NUR 303,NUR,303,Prereq,,,,
NUR 224,NUR,224,NUR 310,NUR,310,Prereq,,,,
NUR 224,NUR,224,NUR 332,NUR,332,Prereq,,,,
NUR 224,NUR,224,NUR 335,NUR,335,Prereq,,,,
NUR 224,NUR,224,NUR 351,NUR,351,Prereq,,,,
NUR 224,NUR,224,NUR 355,NUR,355,Prereq,,,,
NUR 224,NUR,224,NUR 420,NUR,420,Prereq,,,,
NUR 224,NUR,224,PHI 351,PHI,351,Prereq,,,,
NUR 224,NUR,224,POS 420,POS,420,Prereq,,,,
NUR 225,NUR,225,"Data Science, BS",,,Checksheet,,,,
NUR 225,NUR,225,"Data Science, PBS",,,Checksheet,,,,
NUR 225,NUR,225,Health Informatics Certificate,,,Checksheet,,,,
NUR 225,NUR,225,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 225,NUR,225,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 225,NUR,225,NUR 226,NUR,226,Coreq,,,,
NUR 225,NUR,225,CIS 225,CIS,225,CrossList,,,,
NUR 225,NUR,225,DSC 225,DSC,225,CrossList,,,,
NUR 225,NUR,225,Computer Literacy,,,GenEd,,,,
NUR 225,NUR,225,NUR 310,NUR,310,Prereq,,,,
NUR 226,NUR,226,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 226,NUR,226,NUR 220,NUR,220,Prereq,,,,
NUR 226,NUR,226,NUR 224,NUR,224,Prereq,,,,
NUR 226,NUR,226,NUR 305,NUR,305,Prereq,,,,
NUR 250,NUR,250,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 250,NUR,250,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 289,NUR,289,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 289,NUR,289,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 301,NUR,301,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 303,NUR,303,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 303,NUR,303,NUR 310,NUR,310,Coreq,,,,
NUR 303,NUR,303,NUR 315,NUR,315,Prereq,,,,
NUR 304,NUR,304,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 304,NUR,304,NUR 352,NUR,352,Coreq,,,,
NUR 304,NUR,304,NUR 355,NUR,355,Coreq,,,,
NUR 304,NUR,304,NUR 410W,NUR,410W,Coreq,,,,
NUR 304,NUR,304,NUR 301,NUR,301,Prereq,,,,
NUR 304,NUR,304,NUR 332,NUR,332,Prereq,,,,
NUR 304,NUR,304,NUR 335,NUR,335,Prereq,,,,
NUR 304,NUR,304,NUR 389,NUR,389,Prereq,,,,
NUR 304,NUR,304,NUR 420,NUR,420,Prereq,,,,
NUR 304,NUR,304,POS 420,POS,420,Prereq,,,,
NUR 305,NUR,305,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 305,NUR,305,NUR 303,NUR,303,Coreq,,,,
NUR 305,NUR,305,NUR 310,NUR,310,Coreq,,,,
NUR 305,NUR,305,NUR 312,NUR,312,Prereq,,,,
NUR 305,NUR,305,NUR 315,NUR,315,Prereq,,,,
NUR 305,NUR,305,NUR 355,NUR,355,Prereq,,,,
NUR 305,NUR,305,NUR 358,NUR,358,Prereq,,,,
NUR 310,NUR,310,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 310,NUR,310,NUR 303,NUR,303,Coreq,,,,
NUR 310,NUR,310,NUR 355,NUR,355,Coreq,,,,
NUR 310,NUR,310,NUR 312,NUR,312,Prereq,,,,
NUR 310,NUR,310,NUR 315,NUR,315,Prereq,,,,
NUR 310,NUR,310,NUR 352,NUR,352,Prereq,,,,
NUR 310,NUR,310,NUR 415,NUR,415,Prereq,,,,
NUR 312,NUR,312,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 312,NUR,312,NUR 315,NUR,315,Coreq,,,,
NUR 312,NUR,312,NUR 415,NUR,415,Coreq,,,,
NUR 312,NUR,312,NUR 396,NUR,396,Prereq,,,,
NUR 312,NUR,312,NUR 410W,NUR,410W,Prereq,,,,
NUR 312,NUR,312,NUR 412,NUR,412,Prereq,,,,
NUR 315,NUR,315,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 315,NUR,315,NUR 412,NUR,412,Coreq,,,,
NUR 331,NUR,331,Embodied Social Justice Certificate,,,Checksheet,,,,
NUR 331,NUR,331,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 331,NUR,331,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 331,NUR,331,INT 331,INT,331,CrossList,,,,
NUR 332,NUR,332,Embodied Social Justice Certificate,,,Checksheet,,,,
NUR 332,NUR,332,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 332,NUR,332,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 335,NUR,335,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 335,NUR,335,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 338,NUR,338,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 338,NUR,338,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 351,NUR,351,"Holocaust, Genocide & Human Rights Studies Minor",,,Checksheet,,,,
NUR 351,NUR,351,"Medical Laboratory Science, BS",,,Checksheet,,,,
NUR 351,NUR,351,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 351,NUR,351,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 351,NUR,351,Philosophy Minor,,,Checksheet,,,,
NUR 351,NUR,351,BIO 351,BIO,351,CrossList,,,,
NUR 351,NUR,351,PHI 351,PHI,351,CrossList,,,,
NUR 351,NUR,351,Ethical Reasoning,,,GenEd,,,,
NUR 351,NUR,351,Humanities,,,GenEd,,,,
NUR 352,NUR,352,"Data Science, BS",,,Checksheet,,,,
NUR 352,NUR,352,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 352,NUR,352,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 352,NUR,352,Information Literacy,,,GenEd,,,,
NUR 355,NUR,355,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 355,NUR,355,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 355,NUR,355,NUR 450W,NUR,450W,Coreq,,,,
NUR 389,NUR,389,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 389,NUR,389,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 396,NUR,396,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 396,NUR,396,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 410W,NUR,410W,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 410W,NUR,410W,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 410W,NUR,410W,NUR 450,NUR,450,Coreq,,,,
NUR 410W,NUR,410W,NUR 450W,NUR,450W,Coreq,,,,
NUR 410W,NUR,410W,Writing Intensive,,,GenEd,,,,
NUR 412,NUR,412,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 412,NUR,412,NUR 414,NUR,414,Coreq,,,,
NUR 412,NUR,412,Critical Thinking,,,GenEd,,,,
NUR 412,NUR,412,NUR 445,NUR,445,Prereq,,,,
NUR 412,NUR,412,NUR 450,NUR,450,Prereq,,,,
NUR 412,NUR,412,NUR 450W,NUR,450W,Prereq,,,,
NUR 414,NUR,414,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 414,NUR,414,NUR 450,NUR,450,Coreq,,,,
NUR 414,NUR,414,NUR 450W,NUR,450W,Prereq,,,,
NUR 415,NUR,415,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 415,NUR,415,NUR 412,NUR,412,Coreq,,,,
NUR 415,NUR,415,NUR 450W,NUR,450W,Prereq,,,,
NUR 420,NUR,420,American Studies Minor,,,Checksheet,,,,
NUR 420,NUR,420,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
NUR 420,NUR,420,Embodied Social Justice Certificate,,,Checksheet,,,,
NUR 420,NUR,420,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 420,NUR,420,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 420,NUR,420,"Public Administration 2+2, BS",,,Checksheet,,,,
NUR 420,NUR,420,POS 420,POS,420,CrossList,,,,
NUR 450,NUR,450,"Nursing (4-Year), BSN",,,Checksheet,,,,
NUR 450,NUR,450,NUR 450,NUR,450,Prereq,,,,
NUR 450W,NUR,450W,Writing Intensive,,,GenEd,,,,
NUR 499W,NUR,499W,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
NUR 499W,NUR,499W,Writing Intensive,,,GenEd,,,,
NUR 499W,NUR,499W,NUR 499W,NUR,499W,Prereq,,,,
PHI 103,PHI,103,Philosophy Minor,,,Checksheet,,,,
PHI 103,PHI,103,Humanities,,,GenEd,,,,
PHI 103,PHI,103,COM 305,COM,305,Prereq,,,,
PHI 103,PHI,103,PHI 294,PHI,294,Prereq,,,,
PHI 103,PHI,103,PHI 362,PHI,362,Prereq,,,,
PHI 103,PHI,103,PHI 394,PHI,394,Prereq,,,,
PHI 103,PHI,103,PHI 494,PHI,494,Prereq,,,,
PHI 135,PHI,135,"Justice Studies, BS",,,Checksheet,,,,
PHI 135,PHI,135,"Mental Health & Human Services, BS",,,Checksheet,,,,
PHI 135,PHI,135,Philosophy Minor,,,Checksheet,,,,
PHI 135,PHI,135,Critical Thinking,,,GenEd,,,,
PHI 250,PHI,250,"Architecture, B.Arch",,,Checksheet,,,,
PHI 250,PHI,250,Forensic Science Certificate,,,Checksheet,,,,
PHI 250,PHI,250,Human Resource Management Certificate,,,Checksheet,,,,
PHI 250,PHI,250,Human Resource Management Minor,,,Checksheet,,,,
PHI 250,PHI,250,"Information & Library Science, BS",,,Checksheet,,,,
PHI 250,PHI,250,"Justice Studies, AS",,,Checksheet,,,,
PHI 250,PHI,250,"Justice Studies, BS",,,Checksheet,,,,
PHI 250,PHI,250,Philosophy Minor,,,Checksheet,,,,
PHI 250,PHI,250,Ethical Reasoning,,,GenEd,,,,
PHI 250,PHI,250,Humanities,,,GenEd,,,,
PHI 250,PHI,250,PHI 362,PHI,362,Prereq,,,,
PHI 289,PHI,289,Humanities,,,GenEd,,,,
PHI 294,PHI,294,Humanities,,,GenEd,,,,
PHI 340,PHI,340,Philosophy Minor,,,Checksheet,,,,
PHI 340,PHI,340,EDU 340,EDU,340,CrossList,,,,
PHI 340,PHI,340,Humanities,,,GenEd,,,,
PHI 351,PHI,351,"Holocaust, Genocide & Human Rights Studies Minor",,,Checksheet,,,,
PHI 351,PHI,351,"Medical Laboratory Science, BS",,,Checksheet,,,,
PHI 351,PHI,351,"Nursing (4-Year), BSN",,,Checksheet,,,,
PHI 351,PHI,351,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
PHI 351,PHI,351,Philosophy Minor,,,Checksheet,,,,
PHI 351,PHI,351,BIO 351,BIO,351,CrossList,,,,
PHI 351,PHI,351,NUR 351,NUR,351,CrossList,,,,
PHI 351,PHI,351,Ethical Reasoning,,,GenEd,,,,
PHI 351,PHI,351,Humanities,,,GenEd,,,,
PHI 357,PHI,357,INT 357,INT,357,CrossList,,,,
PHI 357,PHI,357,PSY 357,PSY,357,CrossList,,,,
PHI 357,PHI,357,Humanities,,,GenEd,,,,
PHI 362,PHI,362,Philosophy Minor,,,Checksheet,,,,
PHI 362,PHI,362,Humanities,,,GenEd,,,,
PHI 389,PHI,389,Humanities,,,GenEd,,,,
PHI 394,PHI,394,Humanities,,,GenEd,,,,
PHI 450,PHI,450,Artificial Intelligence Essentials Certificate,,,Checksheet,,,,
PHI 450,PHI,450,"Data Science, PBS",,,Checksheet,,,,
PHI 450,PHI,450,Philosophy Minor,,,Checksheet,,,,
PHI 450,PHI,450,Humanities,,,GenEd,,,,
PHI 489,PHI,489,Humanities,,,GenEd,,,,
PHI 494,PHI,494,Humanities,,,GenEd,,,,
PHI 550,PHI,550,Artificial Intelligence Essentials Certificate,,,Checksheet,,,,
PHI 550,PHI,550,"Data Science, PBS",,,Checksheet,,,,
PHI 550,PHI,550,"Data Visualization, Graduate Certificate",,,Checksheet,,,,
PHI 550,PHI,550,ART 610,ART,610,Coreq,,,,
PHI 550,PHI,550,Humanities,,,GenEd,,,,
PHY 115,PHY,115,"Architecture, B.Arch",,,Checksheet,,,,
PHY 115,PHY,115,"Biology MLT 2+2, BA",,,Checksheet,,,,
PHY 115,PHY,115,"Biology, BA",,,Checksheet,,,,
PHY 115,PHY,115,"Biology, BA (Pre-Med Track)",,,Checksheet,,,,
PHY 115,PHY,115,ARC 221,ARC,221,Coreq,,,,
PHY 115,PHY,115,Natural Science,,,GenEd,,,,
PHY 115,PHY,115,ARC 322,ARC,322,Prereq,,,,
PHY 115,PHY,115,AVI 450,AVI,450,Prereq,,,,
PHY 116,PHY,116,"Biology MLT 2+2, BA",,,Checksheet,,,,
PHY 116,PHY,116,"Biology, BA",,,Checksheet,,,,
PHY 116,PHY,116,"Biology, BA (Pre-Med Track)",,,Checksheet,,,,
PHY 116,PHY,116,Natural Science,,,GenEd,,,,
POS 101,POS,101,"Accounting, BSBA",,,Checksheet,,,,
POS 101,POS,101,American Studies Minor,,,Checksheet,,,,
POS 101,POS,101,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 101,POS,101,"Management, BSBA",,,Checksheet,,,,
POS 101,POS,101,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 101,POS,101,"Public Administration, AS",,,Checksheet,,,,
POS 101,POS,101,"Public Administration, BS",,,Checksheet,,,,
POS 101,POS,101,"Public Administration, PBS",,,Checksheet,,,,
POS 101,POS,101,Social Science Minor,,,Checksheet,,,,
POS 101,POS,101,"Social Science, AA",,,Checksheet,,,,
POS 101,POS,101,"Social Science, BA",,,Checksheet,,,,
POS 101,POS,101,Social Science,,,GenEd,,,,
POS 101,POS,101,AME 308W,AME,308W,Prereq,,,,
POS 101,POS,101,HUS 389,HUS,389,Prereq,,,,
POS 101,POS,101,POS 308W,POS,308W,Prereq,,,,
POS 101,POS,101,POS 383,POS,383,Prereq,,,,
POS 101,POS,101,SOC 308W,SOC,308W,Prereq,,,,
POS 223,POS,223,"Accounting, BSBA",,,Checksheet,,,,
POS 223,POS,223,Advanced Criminal Justice Management Certificate,,,Checksheet,,,,
POS 223,POS,223,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
POS 223,POS,223,"Aviation - Aviation Maintenance Concentration, Bachelor of Science",,,Checksheet,,,,
POS 223,POS,223,"Aviation-Flight Instructor Concentration, BS",,,Checksheet,,,,
POS 223,POS,223,"Aviation-Uncrewed Aircraft Systems Concentration, BS",,,Checksheet,,,,
POS 223,POS,223,Business Administration Minor,,,Checksheet,,,,
POS 223,POS,223,"Business Administration, PBS",,,Checksheet,,,,
POS 223,POS,223,"Computer Information Systems, AS",,,Checksheet,,,,
POS 223,POS,223,"Computer Information Systems, BS",,,Checksheet,,,,
POS 223,POS,223,"Cybersecurity, AS",,,Checksheet,,,,
POS 223,POS,223,"Cybersecurity, BS",,,Checksheet,,,,
POS 223,POS,223,Fraud Examination Certificate (Business Administration),,,Checksheet,,,,
POS 223,POS,223,Fraud Examination Certificate (Justice Studies),,,Checksheet,,,,
POS 223,POS,223,Human Resource Management Certificate,,,Checksheet,,,,
POS 223,POS,223,Human Resource Management Minor,,,Checksheet,,,,
POS 223,POS,223,"Information & Library Science, AS",,,Checksheet,,,,
POS 223,POS,223,"Information & Library Science, BS",,,Checksheet,,,,
POS 223,POS,223,Management Emphasis,,,Checksheet,,,,
POS 223,POS,223,Management Information Systems Concentration,,,Checksheet,,,,
POS 223,POS,223,"Management, BSBA",,,Checksheet,,,,
POS 223,POS,223,"Public Administration 2+2, BS",,,Checksheet,,,,
POS 223,POS,223,Public Administration Minor,,,Checksheet,,,,
POS 223,POS,223,"Public Administration, AS",,,Checksheet,,,,
POS 223,POS,223,"Public Administration, BS",,,Checksheet,,,,
POS 223,POS,223,"Public Administration, PBS",,,Checksheet,,,,
POS 223,POS,223,Small Business Management Minor,,,Checksheet,,,,
POS 223,POS,223,BUA 223,BUA,223,CrossList,,,,
POS 223,POS,223,JUS 223,JUS,223,CrossList,,,,
POS 223,POS,223,BUA 259W,BUA,259W,Prereq,,,,
POS 223,POS,223,BUA 303,BUA,303,Prereq,,,,
POS 223,POS,223,BUA 310,BUA,310,Prereq,,,,
POS 223,POS,223,BUA 350,BUA,350,Prereq,,,,
POS 223,POS,223,BUA 361,BUA,361,Prereq,,,,
POS 223,POS,223,BUA 362,BUA,362,Prereq,,,,
POS 223,POS,223,BUA 365,BUA,365,Prereq,,,,
POS 223,POS,223,BUA 420,BUA,420,Prereq,,,,
POS 223,POS,223,CIS 303,CIS,303,Prereq,,,,
POS 223,POS,223,CIS 470,CIS,470,Prereq,,,,
POS 223,POS,223,NUR 420,NUR,420,Prereq,,,,
POS 223,POS,223,POS 354,POS,354,Prereq,,,,
POS 223,POS,223,POS 361,POS,361,Prereq,,,,
POS 223,POS,223,POS 362,POS,362,Prereq,,,,
POS 223,POS,223,POS 365,POS,365,Prereq,,,,
POS 223,POS,223,POS 405,POS,405,Prereq,,,,
POS 223,POS,223,POS 420,POS,420,Prereq,,,,
POS 234,POS,234,Advocacy Minor,,,Checksheet,,,,
POS 234,POS,234,American Studies Minor,,,Checksheet,,,,
